id,name,city,display_address,google_place_id,latitude,longitude,price_point,primary_type,website
41563,The Mercer Hotel,New York City,"147 Mercer St, New York, NY 10012",ChIJzyx3-o5ZwokR9DTHgZ521n8,40.7248889,-73.9985375,null,hotel,http://mercerhotel.com
41569,Xiquet by Danny Lledó,"Washington, DC","2404 Wisconsin Ave NW, Washington, DC 20007",ChIJZZNZ9Lu3t4kRsIt1tM8JHjk,38.9212715,-77.0724221,high,restaurant,http://xiquetdl.com
103640,888,Nashville,"800 Clark Pl, Nashville, TN 37203, USA",ChIJLza7xQxnZIgREuqfmswhlFI,36.1558084,-86.7805324,high,japanese_restaurant,https://www.888nashville.com/
43541,Le Bernardin,New York City,"155 West 51st Street, New York, NY 10019",ChIJV7QQ6kdZwokRax4615zpSGU,40.7614218,-73.9817558,high,french_restaurant,https://www.le-bernardin.com/home
40526,Gravitas,"Washington, DC","1401 Okie St NE, Washington, DC 20002",ChIJlQvkj3O4t4kRbcYbGokqgX8,38.9143265,-76.9835677,high,american_restaurant,https://www.gravitasdc.com
67133,Voltaggio Brothers Steakhouse,"Washington, DC","MGM National Harbor Resort & Casino, 101 MGM National Ave, Oxon Hill, MD 20745",ChIJ366-H4K6t4kRAFRSwllQw6E,38.7952112,-77.0088763,high,restaurant,https://mgmnationalharbor.mgmresorts.com/en/restaurants/voltaggio-brothers-steakhouse.html
100515,Sushi Horiuchi,Houston,"2701 W Dallas St, Houston, TX 77019",ChIJVbEabgDBQIYRsd4OW6hQeic,29.7572039,-95.3950357,high,japanese_restaurant,http://www.sushi-horiuchi.com/
4976,Gabriel Kreuther,New York City,"41 W 42nd St, New York, NY 10036",ChIJw_TGEwBZwokR-zLts543O-4,40.7545460,-73.9825560,high,french_restaurant,https://www.gknyc.com
31380,Giant,Chicago,"3209 W Armitage Ave, Chicago, IL 60647",ChIJDQ-5B2jND4gR8fRYgBpWAzQ,41.9171000,-87.7074600,medium,gastropub,http://www.giantrestaurant.com
94024,Uchi,Denver,"2500 Lawrence St, Denver, CO 80205",ChIJAUDAeiB5bIcR_zluXy3GT_8,39.7569264,-104.9852614,null,sushi_restaurant,https://uchi.uchirestaurants.com/location/denver/
20482,The Eliot Hotel,Boston,"370 Commonwealth Ave, Boston, MA 02215",ChIJRXJQ1wR644kRg4P39DDMls4,42.3488900,-71.0887700,medium,hotel,https://www.eliothotel.com
76328,¡VIVA!,Las Vegas,"3000 S Las Vegas Blvd, Las Vegas, NV 89109, United States",ChIJPegNjHzFyIARPBkzZhPswGU,36.1340143,-115.1649647,medium,mexican_restaurant,http://eatdrinkviva.com/
108776,the spiral nyc,New York City,"66 HUDSON BLVD E, NEW YORK, NY 10001",ChIJuYzXdZlZwokR_36T9odtqPY,40.7553794,-73.9996576,null,corporate_office,https://www.thespiralny.com
41451,Martiny’s,New York City,"121 E 17th St, New York, NY 10003",ChIJ_xzMHNtZwokRdVig2X11Rvk,40.7361454,-73.9876975,null,cocktail_bar,https://www.martinys.com
12166,Manhatta,New York City,"28 Liberty St, Fl 60, New York, NY 10005",ChIJoTXWl8dbwokRpKA2BJFVsGA,40.7077620,-74.0088510,high,restaurant,https://www.manhattarestaurant.com
68222,Arlo Grey by Kristen Kish,Austin,"111 E Cesar Chavez St, Austin, TX 78701",ChIJAc2DMIe1RIYRLq9Zr7joMNU,30.2627097,-97.7441138,medium,restaurant,https://www.thelinehotel.com/austin/restaurants-bars/arlo-grey
74905,Nisei,San Francisco Bay Area,"2316 Polk Street, San Francisco",ChIJYSfspPSBhYARcVCbbkjGXg0,37.7981765,-122.4220853,high,restaurant,https://www.restaurantnisei.com
99640,Crane Club,New York City,"85 10th Ave, New York, NY 10011",ChIJQZCdItFZwokR81gO5l3lMKc,40.7434185,-74.0075256,high,steak_house,https://taogroup.com/venues/crane-club-restaurant-new-york/
107963,Miura,Los Angeles,"218 N Rodeo Dr #2f, Beverly Hills, CA 90210",ChIJ_5ydTHu7woARcQmby2lfPME,34.0674249,-118.4006047,null,fine_dining_restaurant,http://miura-beverlyhills.com/
43548,Peacock Alley,New York City,"301 Park Avenue, New York",ChIJ27nx-PxYwokR7tAUjfLrCt4,40.7565712,-73.9736421,medium,restaurant,http://www.waldorfnewyorkcity.com
41987,Little Myanmar,New York City,"150 E 2nd St, New York, NY 10009",ChIJpT0hlqtZwokRYQqPEQPFhBo,40.7230802,-73.9854598,low,restaurant,http://littlemyanmar.nyc
76520,PRIME Steakhouse - Las Vegas,Las Vegas,null,ChIJswuaqjrEyIARSR1ucDAkn9Q,36.1137441,-115.1750267,high,restaurant,https://www.bellagio.com/en/restaurants/prime-steakhouse.html
73014,Dakar NOLA,New Orleans,"3814 Magazine St, New Orleans, LA 70115",ChIJrZTdR6ylIIYRE3vWwDQt90M,29.9211942,-90.0945293,high,west_african_restaurant,https://www.dakarnola.com/
72918,Soban,Los Angeles,"4001 W Olympic Blvd, Los Angeles, CA 90019",ChIJRSu-m4y4woARt5qs5kYeN48,34.0541189,-118.3208523,low,korean_restaurant,http://www.sobanla.com
40974,Octavia,San Francisco Bay Area,null,ChIJs32Mdr-AhYARZmI19fIPvOM,37.7879770,-122.4271388,medium,restaurant,http://octavia-sf.com
102013,Ramova,Chicago,"3520 S Halsted St, Chicago, IL 60609",ChIJmWfTNjosDogRFBq7zRq5Kr0,41.8301842,-87.6462351,null,live_music_venue,https://ramovachicago.com/
100814,Kappo Kappo,Austin,"600 W 2nd St, Austin, TX 78701",ChIJ__-PqA-1RIYRhgaIU5RY_58,30.2661822,-97.7500310,high,restaurant,https://www.kappokappo.com/
10154,Don Angie,New York City,"103 Greenwich Ave, New York, NY 10014",ChIJfxC19JVZwokRX2uKgQAL17c,40.7377800,-74.0019700,medium,italian_restaurant,https://www.donangie.com
67398,Selva,Los Angeles,"4137 E Anaheim St, Long Beach, CA 90804",ChIJ50auiHgx3YARY61SKqSW-gA,33.7827376,-118.1439451,high,south_american_restaurant,http://www.selvalbc.com
8493,Kochi,New York City,"652 10th Ave, New York, NY 10036",ChIJN8SzjFRZwokR-b5lqNXcg44,40.7620100,-73.9935100,high,korean_restaurant,https://www.kochinyc.com
41928,Juno Sushi Chicago,Chicago,"2638 N Lincoln Ave, Chicago, IL 60614",ChIJ9R7uzwPTD4gRUK7ByrCK-wg,41.9297095,-87.6552036,high,sushi_restaurant,http://junosushichicago.com
41764,Masseria,"Washington, DC","1340 4th St NE, Washington, DC 20002",ChIJp1AcfBq4t4kR8L1hnsBhxtE,38.9097032,-76.9992943,high,italian_restaurant,http://masseria-dc.com
71076,Ubuntu,Los Angeles,"7469 Melrose Ave, Los Angeles, CA 90046",ChIJkQhOrD6_woARfuABNiRcGgg,34.0838345,-118.3528037,medium,west_african_restaurant,https://www.ubuntula.com
68633,Pizzeria Mozza,Los Angeles,"641 Highland Ave, Los Angeles, CA 90036",ChIJbWvuoNO4woARx2Xy5MvJ138,34.0831169,-118.3388666,medium,pizza_restaurant,http://www.pizzeriamozza.com
108722,Flour + Watr,San Francisco Bay Area,"2401 Harrison Street, San Francisco, CA 94110",ChIJQKuqQuqiPD77aNKgIGiweps,37.7591053,-122.4122280,medium,restaurant,
42411,HYUN,New York City,"10 E 33rd St, New York, NY 10016",ChIJyVx4cR9ZwokRjVpmK-TnpM0,40.7474212,-73.9844589,high,korean_restaurant,http://www.hyun-nyc.com
74034,CUT by Wolfgang Puck - DC,"Washington, DC","1050 31st St NW, Washington, DC 20007",ChIJVVUFCEy2t4kRrX0FPXT-1zk,38.9039578,-77.0614383,high,restaurant,https://wolfgangpuck.com/restaurants/cut-washington-d-c/
69425,Folk,Nashville,"823 Meridian St, Nashville, TN 37207",ChIJERh-40NnZIgRbO9_7R21HJA,36.1855645,-86.7679768,medium,american_restaurant,https://www.goodasfolk.com
96556,Spoon and Stable,Minneapolis-Saint Paul,"211 N 1st St, Minneapolis, MN 55401",ChIJpQmgMoQys1IRID1e5YB8eMo,44.9855244,-93.2694875,high,new_american_restaurant,http://www.spoonandstable.com/
73191,Bestia,Los Angeles,"2121 E 7th Pl, Los Angeles, CA 90021",ChIJSRvZ1yHGwoARcLrfvc-APl4,34.0336799,-118.2292359,high,italian_restaurant,http://www.bestiala.com
93859,Rockefeller Center,New York City,"45 Rockefeller Plaza, New York, NY 10111",ChIJ9U1mz_5YwokRosza1aAk0jM,40.7587402,-73.9786736,null,historical_landmark,https://www.rockefellercenter.com
70367,Nixta Taqueria,Austin,"2512 E 12th St, Austin, TX 78702",ChIJhZqjqb-1RIYRUa_qnToL44k,30.2750091,-97.7132754,low,restaurant,https://nixtataqueria.com
99859,Dōgon by Kwame Onwuachi,"Washington, DC","1330 Maryland Ave SW, Washington, DC 20024, USA",ChIJtVoQBpi3t4kRTdYswbsDnaA,38.8835888,-77.0301787,high,restaurant,https://www.salamanderdc.com/dining/dogon?utm_source=google&utm_medium=listing&utm_campaign=google-business-profile
7786,Dirty French,New York City,null,ChIJrXEiw4NZwokRxp0-JU8sJ-I,40.7218300,-73.9871900,medium,french_restaurant,https://dirtyfrench.com/new-york
27818,Tony's Pizza Napoletana,San Francisco Bay Area,"1570 Stockton St, San Francisco, CA 94133",ChIJHXHcEvGAhYARQPuHNN78s78,37.8003315,-122.4090540,low,restaurant,http://tonyspizzanapoletana.com
42341,Jean's,New York City,"415 Lafayette St, New York, NY 10003",ChIJS9OS9sNZwokRx5r2iXYAk5E,40.7285389,-73.9921165,high,restaurant,https://jeans.nyc
70525,Caffe Abbracci,Miami,"318 Aragon Ave, Coral Gables, FL 33134",ChIJiSd1C5q32YgRo6pHoZz1Aec,25.7500286,-80.2611389,medium,italian_restaurant,http://www.caffeabbracci.com
99348,Stubborn Seed Las Vegas,Las Vegas,"3000 S Las Vegas Blvd, Las Vegas, NV 89109",ChIJaep_gxLEyIAReRQCxA99JxU,36.1345710,-115.1648028,high,restaurant,https://www.stubbornseed.com/las-vegas-menu
71929,Restaurant Beatrice,Dallas,"1111 N Beckley Ave, Dallas, TX 75203",ChIJo0IBK-iZToYRew2A7ItIxx8,32.7569652,-96.8232253,medium,restaurant,http://restaurantbeatrice.com/
67282,Centrico,Los Angeles,"1580 Disneyland Dr, Anaheim, CA 92802",ChIJ46M5DPHX3IARUM5_MlFj7Qk,33.8090795,-117.9229509,low,mexican_restaurant,https://www.centricoanaheim.com
102120,Casa Neos,Miami,"40 SW North River Dr, Miami, FL 33128",ChIJ49bn4Vm32YgRh9MeU2fSIy0,25.7736160,-80.2005081,high,mediterranean_restaurant,https://www.casa-neos.com/
73411,Boia De,Miami,"5205 NE 2nd Ave, Miami, FL 33137",ChIJte0b2xux2YgRr8f-xaLb0jw,25.8242908,-80.1913478,high,italian_restaurant,http://www.boiaderestaurant.com
98251,Morimoto Las Vegas,Las Vegas,"MGM Grand, 3799 S Las Vegas Blvd, Las Vegas, NV 89109",ChIJZ-93QcvFyIARdSoxKD2AoOU,36.1028214,-115.1689456,high,japanese_restaurant,https://www.mgmgrand.com/en/restaurants/morimoto.html
103401,Westwood Coast,Los Angeles,"1870 Harbor Blvd suite l1-108, Costa Mesa, CA 92626",ChIJLXYaJY_f3IARM-yoiHAsw3o,33.6416550,-117.9186523,null,american_restaurant,https://www.westwoodworld.com/orange-county/home/
15317,1 Hotel Central Park,New York City,"1414 Ave Of The Americas, New York, NY 10019",ChIJHb72rfBYwokRRhrgUWHTlLs,40.7647100,-73.9765100,medium,hotel,https://www.1hotels.com/central-park
6446,Atomix,New York City,null,ChIJ3bmAHghZwokRRXYO57yLuss,40.7442100,-73.9828600,high,korean_restaurant,http://www.atomixnyc.com
41633,Ever Restaurant,Chicago,"1340 West Fulton Street, Chicago, IL",ChIJqUoVvkgtDogRLGIKXcfaiKk,41.8869229,-87.6603983,high,restaurant,https://www.ever-restaurant.com/
41300,Paros Tribeca,New York City,null,ChIJW36sYEpZwokRS9MbIsZ_Hnk,40.7189138,-74.0062106,medium,greek_restaurant,http://parosnyc.com
22104,Fox And The Knife,Boston,"28 W Broadway, Boston, MA 02127",ChIJnVA33md744kRF_VWMkzpOLI,42.3427600,-71.0564500,medium,italian_restaurant,http://www.foxandtheknife.com
41860,Seven Reasons,"Washington, DC","931 H St NW, Washington, DC 20001, USA",ChIJLZMH6BC3t4kRm1AYuEfWHuw,38.9195518,-77.0323045,high,restaurant,https://www.sevenreasonsgroup.com/seven-reasons
72478,The Catbird Seat,Nashville,null,ChIJq3tfSZJmZIgRLkkEXv4QxkQ,36.1505934,-86.7786880,high,new_american_restaurant,http://thecatbirdseatrestaurant.com
40126,ROOH SF,San Francisco Bay Area,"333 Brannan Street, San Francisco, CA",ChIJf16Ze3iAhYAR3Yx8zTAr8Ug,37.7809636,-122.3927224,medium,bar,http://roohrestaurants.com/san-francisco
74634,Jūn,Houston,"420 E 20th St Suite A, Houston, TX 77008",ChIJxTqZcwW5QIYRoEzN-u51-JI,29.8036955,-95.3936817,null,new_american_restaurant,https://www.junbykin.com/
40005,SPQR,San Francisco Bay Area,"1911 Fillmore St, San Francisco, CA 94115",ChIJCUQFkseAhYARpkr3emAuxp8,37.7872974,-122.4337627,high,restaurant,http://spqrsf.com
7180,Cathédrale Restaurant,New York City,"112 E 11th St, New York, NY 10003",ChIJJZKgh3JZwokRceJLj_PM7IY,40.7316000,-73.9895100,low,french_restaurant,http://moxy-hotels.marriott.com/nyc/east-village/cathedrale
99709,Cafe Commerce,New York City,"964 Lexington Ave, New York, NY 10021",ChIJpRJxMZFZwokRuAIdqebbohg,40.7694419,-73.9632635,high,restaurant,http://cafecommercenyc.com/
70148,Le Comptoir,Los Angeles,"3606 W 6th St, Los Angeles, CA 90020",ChIJH4sHtIK4woARiZb4-XmwTsM,34.0634619,-118.3006932,high,french_restaurant,http://www.lecomptoirla.com
40236,"Trump International Hotel/Tower New York - New York, NY",New York City,"1 Central Park West, New York, NY 10023",ChIJh5JzbfZYwokR_28ru8Q14wM,40.7690715,-73.9815224,null,hotel,http://www.trumphotels.com/central-park
41114,One White Street,New York City,"1 White St, New York, NY 10013",ChIJISXTwWJZwokRIok4xyMeb6g,40.7192639,-74.0059523,high,restaurant,https://www.onewhitestreetnyc.com
95747,Museum of Modern Art,New York City,"11 W 53rd St, New York, NY 10019",ChIJKxDbe_lYwokRVf__s8CPn-o,40.7614327,-73.9776216,null,modern_art_museum,https://www.moma.org
40272,The Office of Mr. Moto,New York City,"120a St Marks Pl, New York, NY 10009",ChIJhXlSFFVZwokRbQf-lmDUK6k,40.7268131,-73.9840360,high,japanese_restaurant,http://dearmrmoto.com
44094,Wenwen,New York City,"1025 Manhattan Ave, Brooklyn, NY 11222",ChIJmcr2IF9ZwokRr-u_-UTxju4,40.7339858,-73.9551580,low,restaurant,https://www.wenwenbrooklyn.com
103615,SORA By Hotel Collection,Miami,"50 NW 23rd St Suite #108, Miami, FL 33127",ChIJyxbKJMu32YgRd1-xgxi9p8Y,25.7993975,-80.1959814,null,restaurant,http://sorabyhc.com/
69105,Openaire,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010",ChIJD_h5Qti5woARUeDmRcmkWA4,34.0620896,-118.3011787,medium,american_restaurant,https://www.thelinehotel.com/los-angeles/restaurants-bars/openaire
34614,Topolobampo,Chicago,"445 N Clark St, Chicago, IL 60654",ChIJ25jYKrIsDogRhv_ykBvwfOQ,41.8905850,-87.6309050,high,mexican_restaurant,https://www.rickbayless.com/restaurants/topolobampo
96697,Beckon,Denver,"2843 Larimer St, Denver, CO 80205, United States",ChIJQ_9Q0DJ5bIcRbDAIulshVuY,39.7611853,-104.9823884,high,fine_dining_restaurant,https://www.beckon-denver.com/
71359,Funke,Los Angeles,"9388 S Santa Monica Blvd, Beverly Hills, CA 90210",ChIJlWZ9iGS9woAR9jIwvlLy9OA,34.0717488,-118.4015124,high,restaurant,https://www.funkela.com
2339,Oxomoco,New York City,"128 Greenpoint Ave, Brooklyn, NY 11222",ChIJ__-z7kBZwokRezHqB39zBLI,40.7299099,-73.9554800,low,mexican_restaurant,https://www.oxomoconyc.com
67842,Chief's on Broadway,Nashville,"200 Broadway, Nashville, TN 37201",ChIJ80oDFS9nZIgRzUAll2PIcxE,36.1619481,-86.7755120,null,live_music_bar,https://www.chiefsonbroadway.com
71342,Hestia,Austin,"607 W 3rd St #105, Austin, TX 78701",ChIJlWBjs7-1RIYRsJt0C41E558,30.2667619,-97.7500735,high,fine_dining_restaurant,http://hestiaaustin.com
10734,Il Cantinori,New York City,"32 E 10th St, New York, NY 10003",ChIJH9mMjZlZwokRuIt5KXWOZMw,40.7322780,-73.9929322,high,italian_restaurant,https://www.ilcantinori.com
68426,Kingfisher San Diego,San Diego,"2469 Broadway, San Diego, CA 92102",ChIJb0DwPZpT2YARPZq_UuCXALo,32.7155453,-117.1410437,high,vietnamese_restaurant,http://kingfishersd.com
43891,Shota omakase,New York City,"50 S 3rd St, Brooklyn, NY 11249",ChIJ34eY6E5ZwokRvof_huM7t3U,40.7135200,-73.9661573,high,restaurant,https://shotaomakase.com
70390,Herbsaint,New Orleans,"701 St Charles Ave, New Orleans, LA 70130",ChIJi2AxW3SmIIYRmML7jsbqtb8,29.9473160,-90.0715610,medium,french_restaurant,http://herbsaint.com/
40722,Bar Miller,New York City,"620-622 E 6th St, New York, NY 10009",ChIJoXWHAlJZwokRVBsijjIYQoQ,40.7239629,-73.9808220,high,japanese_restaurant,http://barmiller.com
98134,STRIPSTEAK,Las Vegas,"3950 S Las Vegas Blvd, Mandalay Bay Rd, Las Vegas, NV 89119",ChIJYUKC-8_FyIARsxE7MiyBOuM,36.0914256,-115.1758250,high,steak_house,https://www.mandalaybay.com/en/restaurants/stripsteak.html?icid=NS-AW-FB-GMB_Steakhouse-LV-MB
71071,Hippo,Los Angeles,null,ChIJKfzc1hTFwoARglWDAZ2qTXA,34.1106445,-118.1903416,medium,italian_restaurant,http://www.hipporestaurant.com
99281,Mamani,Dallas,"2681 Howell St BU4, Dallas, TX 75204",ChIJV-YmSQCZToYRFXUxw3gwL-A,32.7984813,-96.8038960,high,fine_dining_restaurant,http://www.mamanirestaurant.com/
108762,The Hanare Sushi,Los Angeles,"2930 Bristol St, Costa Mesa, CA 92626",ChIJ62DBzxvf3IAREwjxJY9D6BM,33.6767393,-117.8854940,high,sushi_restaurant,http://www.hanaresushi.com
67032,Herb & Wood,San Diego,"2210 Kettner Blvd, San Diego, CA 92101",ChIJ2_K2drNU2YAR-y2McDRLW_4,32.7273343,-117.1710044,high,mediterranean_restaurant,https://www.herbandwood.com
74943,715 Los Angeles,Los Angeles,"738 E 3rd St, Los Angeles, CA 90013",ChIJyweGFPLHwoAR2CIY63KgPqU,34.0454637,-118.2367476,high,sushi_restaurant,http://715sushi.com
108037,Asakura,Los Angeles,"11901 Santa Monica Blvd #111, Los Angeles, CA 90025",ChIJgUztncy7woARoknXEcsYvfg,34.0419248,-118.4608652,high,kaiseki_restaurant,https://asakura.la/
73944,Pasta|Bar Austin,Austin,"1017 E 6th St, Austin, TX 78702",ChIJVcPwM3G1RIYRr4vXlKPHBAI,30.2646810,-97.7318551,null,restaurant,https://www.exploretock.com/pastabaraustin
43957,Golden HOF,New York City,"16 W 48th St, New York, NY 10036",ChIJc6vecABZwokRBHqMFj4UsbY,40.7576225,-73.9792159,medium,korean_restaurant,https://www.goldenhof.com
96872,399 Lafayette,New York City,"399 Lafayette St 2nd floor, New York, NY 10003",ChIJrd9Z1WRZwokRJqCwd-2nMYk,40.7279823,-73.9926938,null,cafe,http://thekagency.com/venue/399-lafayette
97290,Omakase Room & Bar at WAKUDA,Las Vegas,"3325 S Las Vegas Blvd #1790, Las Vegas, NV 89109, United States",ChIJu1S_nbLFyIARS0NSENAlIu4,36.1224053,-115.1679805,high,japanese_restaurant,https://www.wakudajapanese.com/omakase/
11163,MAMO Restaurant,New York City,"323 W Broadway, New York, NY 10013",ChIJb7FRCYtZwokRC3tJHKjos7w,40.7218600,-74.0038200,medium,italian_restaurant,https://www.mamonyc.com
41652,Piglet & Co.,San Francisco Bay Area,"2170 Mission Street, San Francisco, CA",ChIJ9VzyvRx_j4AR5PhH9cl77fw,37.7623226,-122.4197580,low,restaurant,http://pigletandco.com
